VANID,External ID,External ID Type 
101589489,http://www.twitter.com/erichkeppler,Twitter Handle
101589513,http://www.twitter.com/tonymornelas,Twitter Handle
101589624,http://www.twitter.com/msnqlam,Twitter Handle
101589628,http://www.twitter.com/wildthought,Twitter Handle
101589680,http://www.twitter.com/zachressler,Twitter Handle
101589699,http://www.twitter.com/medjawii,Twitter Handle
101589701,http://www.twitter.com/deinonychus_z,Twitter Handle
101589739,http://www.twitter.com/neulumusa,Twitter Handle
101589791,http://www.twitter.com/ccc2uc,Twitter Handle
101589868,http://www.twitter.com/actallprez,Twitter Handle
101589988,http://www.twitter.com/parrishservices,Twitter Handle
101590069,http://www.twitter.com/radomako,Twitter Handle
101590072,http://www.twitter.com/mkkassem,Twitter Handle
101590176,http://www.twitter.com/bradneuberg,Twitter Handle
101590185,http://www.twitter.com/mrcambier,Twitter Handle
101590196,http://www.twitter.com/rcraswell,Twitter Handle
101590197,http://www.twitter.com/mjbays,Twitter Handle
101590207,http://www.twitter.com/ninjasudo,Twitter Handle
101590217,http://www.twitter.com/wbc97,Twitter Handle
101590240,http://www.twitter.com/watsonta,Twitter Handle
101590306,http://www.twitter.com/jimblomo,Twitter Handle
101590355,http://www.twitter.com/sv_surfer,Twitter Handle
101590364,http://www.twitter.com/missdilemma,Twitter Handle
101590411,http://www.twitter.com/yepsen,Twitter Handle
101590500,http://www.twitter.com/nichaggart,Twitter Handle
101590675,http://www.twitter.com/giants_collide,Twitter Handle
101590793,http://www.twitter.com/myrobothand,Twitter Handle
101590807,http://www.twitter.com/joerettof,Twitter Handle
101590838,http://www.twitter.com/flyasbesteameva,Twitter Handle
101590902,http://www.twitter.com/sandjascruz,Twitter Handle
101591097,http://www.twitter.com/peacemaker2009,Twitter Handle
101591115,http://www.twitter.com/chairmanhu,Twitter Handle
101591151,http://www.twitter.com/mgpiller,Twitter Handle
101591194,http://www.twitter.com/kdixon,Twitter Handle
101591247,http://www.twitter.com/designlifenet,Twitter Handle
101591317,http://www.twitter.com/mikekforva,Twitter Handle
101591319,http://www.twitter.com/whitegm,Twitter Handle
101591337,http://www.twitter.com/jasonpurdy,Twitter Handle
101591344,http://www.twitter.com/bartvolkmer,Twitter Handle
101591442,http://www.twitter.com/branchcut,Twitter Handle
101591461,http://www.twitter.com/rumurphy,Twitter Handle
101591525,http://www.twitter.com/ncgapres,Twitter Handle
101591527,http://www.twitter.com/denniscamacho,Twitter Handle
101591528,http://www.twitter.com/epmatsw,Twitter Handle
101591626,http://www.twitter.com/taprouteconsult,Twitter Handle
101591660,http://www.twitter.com/joseph_fraley,Twitter Handle
101591675,http://www.twitter.com/shackdow7,Twitter Handle
101591685,http://www.twitter.com/anidealover,Twitter Handle
101591731,http://www.twitter.com/jimmoffittgnip,Twitter Handle
101591742,http://www.twitter.com/vickihale,Twitter Handle
101591872,http://www.twitter.com/ericksempire,Twitter Handle
101591947,http://www.twitter.com/margie_burns,Twitter Handle
101592043,http://www.twitter.com/sroussey,Twitter Handle
101592066,http://www.twitter.com/viewtifuljay,Twitter Handle
101592088,http://www.twitter.com/maxhsilverman,Twitter Handle
101592098,http://www.twitter.com/ashalmon,Twitter Handle
101592108,http://www.twitter.com/cfbarrese,Twitter Handle
101592131,http://www.twitter.com/snathang,Twitter Handle
101592193,http://www.twitter.com/bsgreenb,Twitter Handle
101592215,http://www.twitter.com/bluegrassgooner,Twitter Handle
101592252,http://www.twitter.com/anniegastelum,Twitter Handle
101592258,http://www.twitter.com/dumthoughts,Twitter Handle
101592264,http://www.twitter.com/john_terrill,Twitter Handle
101592273,http://www.twitter.com/l1ttleb1t,Twitter Handle
101592314,http://www.twitter.com/parastudio,Twitter Handle
101592490,http://www.twitter.com/thuglifemaker,Twitter Handle
101592588,http://www.twitter.com/johncnappo,Twitter Handle
101592712,http://www.twitter.com/gosikh,Twitter Handle
101592773,http://www.twitter.com/kathrynochre,Twitter Handle
101592823,http://www.twitter.com/armadillopaint,Twitter Handle
101592842,http://www.twitter.com/bubbledadnyc,Twitter Handle
101592971,http://www.twitter.com/organizedspaces,Twitter Handle
101593152,http://www.twitter.com/frankiedietz,Twitter Handle
101593222,http://www.twitter.com/lindad76,Twitter Handle
101593331,http://www.twitter.com/vickiejtino,Twitter Handle
101593391,http://www.twitter.com/bchbaby,Twitter Handle
101593632,http://www.twitter.com/preetsters,Twitter Handle
101593705,http://www.twitter.com/ianmalone,Twitter Handle
101593731,http://www.twitter.com/csblevins,Twitter Handle
101593766,http://www.twitter.com/gregnasif,Twitter Handle
101593767,http://www.twitter.com/justinschroeder,Twitter Handle
101593780,http://www.twitter.com/chloe_roldan,Twitter Handle
101593791,http://www.twitter.com/livingworth,Twitter Handle
101593794,http://www.twitter.com/mikekawahara,Twitter Handle
101593803,http://www.twitter.com/edreicer,Twitter Handle
101593808,http://www.twitter.com/airosah,Twitter Handle
101593893,http://www.twitter.com/cerrregchamber,Twitter Handle
101593956,http://www.twitter.com/ricktgarrett,Twitter Handle
101593962,http://www.twitter.com/rosenbdc,Twitter Handle
101594016,http://www.twitter.com/peterdiddle,Twitter Handle
101594038,http://www.twitter.com/tunabeklevic,Twitter Handle
101594128,http://www.twitter.com/shihbrenda,Twitter Handle
101594183,http://www.twitter.com/wemajorfilms,Twitter Handle
101594205,http://www.twitter.com/ewelker11,Twitter Handle
101594224,http://www.twitter.com/alokpattaniespn,Twitter Handle
101594266,http://www.twitter.com/0estroyandcre8,Twitter Handle
101594317,http://www.twitter.com/renjayliu,Twitter Handle
101594326,http://www.twitter.com/jaisrichety,Twitter Handle
101594433,http://www.twitter.com/a0z0ra,Twitter Handle
101594437,http://www.twitter.com/tonyhuynh,Twitter Handle
101594508,http://www.twitter.com/craignbaldwin,Twitter Handle
101594563,https://twitter.com/akonadi_oakland,Twitter Handle
101594601,http://www.twitter.com/juneauembry,Twitter Handle
100839182,http://www.twitter.com/futurestudio,Twitter Handle
100839194,http://www.twitter.com/skyizthelimittt,Twitter Handle
100839208,http://www.twitter.com/phampireweekend,Twitter Handle
100839318,http://www.twitter.com/benastan,Twitter Handle
100676659,http://www.twitter.com/ethansdouglas,Twitter Handle
100676673,http://www.twitter.com/alkchen,Twitter Handle
100676714,http://www.twitter.com/anuzis,Twitter Handle
100676715,http://www.twitter.com/patrickafoley,Twitter Handle
100676740,http://www.twitter.com/stuarteichert,Twitter Handle
100676752,http://www.twitter.com/therealpheirce,Twitter Handle
100676808,http://www.twitter.com/mrskitty_t,Twitter Handle
100676884,http://www.twitter.com/sportgenic,Twitter Handle
100676964,http://www.twitter.com/gouverneur,Twitter Handle
100676971,http://www.twitter.com/michaelkelberer,Twitter Handle
100677035,http://www.twitter.com/danragan,Twitter Handle
100677116,http://www.twitter.com/bshaffer,Twitter Handle
100677125,http://www.twitter.com/echatav,Twitter Handle
100677213,http://www.twitter.com/eddubrawski,Twitter Handle
100677298,http://www.twitter.com/ngsinformatics,Twitter Handle
100677338,http://www.twitter.com/beckywhdigital,Twitter Handle
100677438,http://www.twitter.com/ilse_ackerman,Twitter Handle
100677462,http://www.twitter.com/mindofmoses,Twitter Handle
100677510,http://www.twitter.com/youyuxi,Twitter Handle
100677531,http://www.twitter.com/smattoon,Twitter Handle
100677554,http://www.twitter.com/dasblacknight,Twitter Handle
100677618,http://www.twitter.com/qcandoit,Twitter Handle
100677670,http://www.twitter.com/mortgageequity,Twitter Handle
100677706,http://www.twitter.com/davidjhansen,Twitter Handle
100677787,http://www.twitter.com/apaternite,Twitter Handle
100677836,http://www.twitter.com/felixtan_91,Twitter Handle
100677908,http://www.twitter.com/terrinakamura,Twitter Handle
100677932,http://www.twitter.com/ouabacheinfo,Twitter Handle
100677975,http://www.twitter.com/richslezak,Twitter Handle
100677989,http://www.twitter.com/jflyons,Twitter Handle
